SentenceId	Phrase	Sentiment
4479	gaghan	2
4480	glover irrepressible eccentric river edge dead man back future perfect casting role represents bartleby main overall flaw	2
4481	long thinking way leave loser	0
4482	according script grant bullock character made	4
4483	low rent even lower wit rip farrelly brother oeuvre get way mushy relatively short amount time	0
4484	real question movie pose	2
4485	give taste burning man ethos appealing blend counter cultural idealism hedonistic creativity	4
4486	delightfully rendered	4
4487	lrb seagal rrb strenuous attempt change expression could well clinch year razzie	0
4488	lrb rrb crushing disappointment	0
4489	like excruciating end day collateral damage present schwarzenegger tragic figure sympathy really belongs viewer forced watch try many complicated facial expression	0
4490	battle bug eye theatre dead eye matinee	0
4491	amount burning blasting stabbing shooting hide weak script	0
4492	strike yang similarly themed yi yi found time	0
4493	nohe documentary event sympathetic without gullible n blind silliness also capture moment spontaneous creativity authentic co operative interaction	4
4494	film idea wry comic mayhem	4
4495	something said studio produced film never bother hand viewer suitcase full easy answer	4
4496	familiar basically sort cautionary tale old angel dirty face appeared	0
4497	gem romantic crime comedy turn clever amusing unpredictable	4
4498	austin power goldmember cinematic car wreck catastrophic collision tastelessness gall nevertheless leave fan clamoring another ride	0
4499	even murphy expert comic timing famed charisma ca n rescue effort	0
4500	incredible number story holocaust generated	4
4501	interesting movie	4
4502	dialogue cumbersome simpering soundtrack editing	0
4503	yo day life meet electric boogaloo	2
4504	movie genial never inspired little stay	0
4505	old adage woman unknowable get exhilarating new interpretation morvern callar	4
4506	pray really done subject justice	4
4507	shame marvelous first minute combined misconceived final	0
4508	dealing dream vision told actually happened third ending clue	0
4509	dumb cheesy may cartoon look almost shakespearean depth breadth watching digital effect heavy supposed family friendly comedy	4
4510	one strained caper movie hardly fun watch begin vaporize memory minute end	0
4511	well put together piece urban satire	4
4512	zinger aside writing indifferent jordan brady direction prosaic	0
4513	deflated ending aside much recommend film	4
4514	call film lump coal would flatter	0
4515	weird wonderful comedy	4
4516	wishy washy	0
4517	hypnotically dull relentlessly downbeat laughably predictable wail pitched cadence depressed fifteen year old suicidal poetry	0
4518	writer director stephen gaghan made near fatal mistake english call clever half	0
4519	compelling pre wwii drama vivid character warm moving message	4
4520	one big point promise nothing change physical psychological barrier keep side speaking even one word	2
4521	never quite able overcome cultural moat surrounding ludicrous contrived plot	0
4522	savvy director robert j siegel co writer keep story subtle u suspense	4
4523	script le spice rat burger rock fighting skill line steven seagal	0
4524	sensitively examines general issue race justice among poor specifically raise serious question death penalty asks good execution mentally challenged woman could possibly	2
4525	pianist polanski saying long wanted say confronting root preoccupation obsession allows nothing get way	4
4526	felt trapped obvious escape entire minute	0
4527	action quickly sink number territory	0
4528	body shaky uncertain film nevertheless touch raw nerve	4
4529	end computerized yoda finally reveals martial artistry film ascends kinetic life teeming even cranky adult may rediscover quivering kid inside	4
4530	rarely movie movie	4
4531	lack inspiration original bloated plot stretch running time minute past child interest adult patience	0
4532	strong confident work work well first minute end horrendously confusing final two	4
4533	merchant n directed movie much produced like sausage	2
4534	everything maid manhattan exceedingly pleasant designed offend	4
4535	series message making right choice face tempting alternative remains prominent girl amusing personality	4
4536	adam sandler	2
4537	problem movie idea serious	0
4538	weirdness sake weirdness human nature ingratiating grating	0
4539	touching sophisticated film almost seems like documentary way capture italian immigrant family brink major change	4
4540	spectacularly beautiful mention mysterious sensual emotionally intense replete virtuoso throat singing	4
4541	thoroughly awful	0
4542	despite hoffman best effort wilson remains silent lumpish cipher encounter reveal nothing	2
4543	summer entertainment adult see without feeling embarrassed could	4
4544	intimate panoramic	4
4545	people really going love piano teacher	4
4546	sum fear simply well made satisfying thriller	4
4547	philosophy illustrated everyday event	4
4548	another useless recycling brutal mid american sport movie	0
4549	plodding look french revolution eye aristocrat	2
4550	ali graduation little screen big far le painful opening scene encounter amorous terrier	2
4551	welcome lack pretension film simply set entertain end delivering good measure	4
4552	could first major studio production shot video tape instead film	0
4553	ice age posit heretofore unfathomable question possible computer generated character go motion	2
4554	walsh ca n quite negotiate many inconsistency janice behavior compensate sheer force charm	2
4555	screenplay never let u forget bourne amoral assassin like one pursuing never really true u versus	4
4556	real visual charge filmmaking strong erotic spark crucial lip reading sequence	4
4557	n add much	0
4558	please someone stop eric schaeffer make another film	0
4559	tsai ming liang witty wistful new film time	4
4560	lively engaging examination similar obsession dominate family	4
4561	three protagonist miller eloquently capture moment woman life deep seated emotional need turn onto different path	4
4562	n think	2
4563	n many film simultaneously funny offbeat heartwarming lrb without thick shmear goo least rrb elling manages three quite well making one year enjoyable release	4
4564	sense liability	0
4565	heartbreaking heartwarming simple fable done artless sytle tremendously moving	4
4566	unlikely see better thriller year	4
4567	deliberately devotedly constructed far heaven picture postcard perfect neat new pin like obviously recreation resonate	4
4568	trouble filmmaker run clever idea visual gag halfway	0
4569	plain lurid n downright silly	0
4570	director hoffman writer kline agent serve detention	0
4571	romantic comedy	2
4572	lrb jeff rrb gorgeous fluid composition underlined neil finn edmund mcwilliams melancholy music charged metaphor rarely easy obvious self indulgent	4
4573	whereas oliver stone conspiracy thriller jfk long intricate star studded visually flashy interview assassin draw considerable power simplicity	4
4574	analyze movie three word thumb friggin	0
4575	arty jazzy people sit stare turn away one another instead talking silence	0
4576	feature length stretch strain show concept	0
4577	surprising thing film actually releasing theater	0
4578	film high buffed gloss high octane jolt expect de palma make transporting also one smartest pleasurable expression pure movie love come american director year	4
4579	mess	0
4580	dopey movie clothed excess layer hipness	2
4581	standing haunting lrb rrb punk rock music used video medium could use spirit perception conviction	4
4582	gone flamboyant mannerism trademark several performance	2
4583	surely one frantic virulent foul natured christmas season pic ever delivered hollywood studio	0
4584	better mid range steven seagal sharp jet li rollerblade	2
4585	filled low brow humor gratuitous violence disturbing disregard life	0
4586	interesting poignant turn affected boring	0
4587	unflappable air decadent urbanity everett remains perfect wildean actor relaxed firth display impeccable comic skill	4
4588	win vote enemy cinema award	2
4589	film message tolerance diversity n particularly original one ca n help drawn sympathetic character	4
4590	serious movie serious idea	4
4591	steer refreshingly clear usual cliche	4
4592	bad maggio could n come better script	0
4593	thing give movie point bravado take entirely stale concept push audience meat grinder one time	0
4594	fairly enjoyable mixture longest yard guy ritchie caper lock stock two smoking barrel	4
4595	thought provoking stylish also somewhat hermetic	4
4596	also believe resident evil	0
4597	hashiguchi vividly capture way young japanese live chafing culture manic mix millennial brusqueness undying traditional politesse	4
4598	though well shot composed edited score insistent dialogue frequently overwrought crudely literal film shatters wave	0
4599	lovely film elegant witty beneath prim exterior unabashedly romantic hugely enjoyable right though really faithful source complexity	4
4600	movie harp medium constructed issue like whether compromise death self orgasm lrb wo n rrb exceedingly memorable one people	0
4601	successful adaptation enjoyable film right	4
4602	mediocre fable burkina faso	0
4603	lot credit film winning tone must go grant n lost bit dry humor first made audience side atlantic love	4
4604	little action almost suspense believable tension one dimensional character wazoo set described sci fi generic	0
4605	exactly kind movie toback detractor always accuse making	0
4606	odd distant portuguese import le borrows bad lieutenant le vampire come kind art house gay porn film	0
4607	maryam small film offer large reward	4
4608	centered life experience particular theatrical family marvelous documentary touch ever gracefully entire history yiddish theater america israel	4
4609	first mistake suspect casting shatner legendary professor kunis brilliant college student pauly shore rocket scientist	0
4610	faster paced family flick	4
4611	rifkin reference impeccable throughout	4
4612	odd poetic road movie spiked jolt pop music pretty much take place morton ever watchful gaze tribute actress inventive director journey mesmerizing one	4
4613	contains humor characterization poignancy intelligence bad sitcom	0
4614	movie le charitable might describe castrated cross highlander lolita	0
4615	star schticky chris rock stolid anthony hopkins seem barely movie	0
4616	film solid job slowly steadily building climactic burst violence	4
4617	guy hat	2
4618	already seen city sea variety title worth yet another visit	4
4619	unfortunately neither sendak director particularly engaging articulate	2
4620	awful recent hollywood trip tripe far groundbreaking endeavor	0
4621	greg kinnear give mesmerizing performance full fledged sex addict complete denial obsessive behavior	4
4622	try hell house document cautionary christian spook rama name	2
4623	barney throw away goodwill first half movie generates orchestrating finale impenetrable dull	0
4624	could feel screenwriter every moment tap tap tap tap tapping away screenplay	0
4625	engaging simplicity driven appealing lead	4
4626	lan yu genuine love story full traditional layer awakening ripening separation recovery	4
4627	enough bad movie mediocre	0
4628	left story try grab u keep letting go wrong moment	0
4629	generic family comedy unlikely appreciated anyone outside set	0
4630	plain boring	2
4631	play like one conversation comic book guy simpson	0
4632	parker co writer catherine di napoli faithful melville plotline fully engaged supporting cast made old boy character quick witted english lit major would thought possible	4
4633	result put human face derrida make one great mind time interesting accessible people normally could n care le	4
4634	memorable peculiar malaise render tension flaccid extension surprise limp resolution ritual	0
4635	bodily function joke expect rich vein funny stuff movie	4
4636	director capable cast appear caught heady whirl new age inspired good intention spell cast n least bit mesmerizing	2
4637	road perdition display greatness worth seeing	4
4638	cry money back	0
4639	picture us humor heartfelt conviction tell story discovering destination life also acknowledging place people whence came	4
4640	start promisingly disintegrates dreary humorless soap opera	0
4641	either fascinating study relationship mother child disturbing story sociopath mark	2
4642	likely prefer keep watching	4
4643	lrb garbus rrb discard potential pathological study exhuming instead skewed melodrama circumstantial situation	2
4644	even though infused sensibility video director n make completely empty entertainment	2
4645	final surprising shot rabbit proof fence find authority looking	2
4646	certain sexiness underline even dullest tangent	4
4647	quite tasteful look attention process tends little fleeing	0
4648	one rare film seems though written one somehow manages convince almost everyone put screen	4
4649	watch barbershop need cube fix n worth sitting	0
4650	could easily mistake sketchy work progress inexplicably rushed megaplexes time	0
4651	sour attempt making farrelly brother style dirty laugher female set	0
4652	many character saying many clever thing getting many pointless situation	0
4653	much plodding sensitivity	2
4654	warned may feel time decided stand still	2
4655	hey everybody wanna watch movie guy dressed child party clown get violently gang raped	0
4656	three description suit evelyn besotted obvious drama tell u nothing new	0
4657	courtney chase stuart cell phone	2
4658	boast handful virtuosic set piece offer fair amount trashy kinky fun	4
4659	ever concept came handed movie god silver platter	4
4660	wiseman patient uncompromising letting camera observe record life woman torn apart legacy abuse	4
4661	admirably ambitious self indulgent	2
4662	viewed pure composition form film music	4
4663	skillfully weave element plot powerfully evocative mood combining heated sexuality haunting sense malaise	4
4664	premise sooooo tired	0
4665	violent profane exploitative offensive action flick ever seen	0
4666	one best movie year	4
4667	film n even passing mention political prisoner poverty boat load people try escape country le documentary propaganda way valentine sealed kiss	0
4668	late marriage face family drama black comedy filled raw emotion conveying despair love	4
4669	one saving grace	4
4670	first class thoroughly involving b movie effectively combine two surefire beloved genre prison flick fight film	4
4671	kaufman script never especially clever often rather pretentious	0
4672	despite quieter middle section involving aragorn dream arwen even better fellowship	4
4673	play like unbalanced mixture graphic combat footage almost saccharine domestic interlude pure hollywood	0
4674	scooby doo surely everything fan hoping sense movie deserves recommendation	4
4675	kid stirring time beautifully drawn movie	4
4676	recoing fantastic performance n exactly reveal make vincent tick perhaps definitive explanation would felt like cheat	2
4677	look play like million version game likely enjoy computer	0
4678	movie deep sentiment	0
4679	woo much right make huge action sequence director long filmmaker copy saving private ryan battle scene realizing steven spielberg got right first time	0
4680	unfaithful cheat retreat comfortable territory	0
4681	high drama disney style wing prayer hunky pursuing castle sky	4
4682	work never sure ohlinger level merely dying delusional man trying get history book croak	2
4683	bravo reveals true intent film carefully selecting interview subject construct portrait castro predominantly charitable seen propaganda	2
4684	definition critic come term ambitious failure	0
4685	ah travail metropolitan life	2
4686	film could possibly contemptuous single female population	0
4687	splash without joke	0
4688	despite raucous intent xxx conventional nike ad rebellious spring break	2
4689	finely written superbly acted offbeat thriller	4
4690	home run least solid base hit	4
4691	yet find actual vietnam war combat movie actually produced either north south vietnamese least got something pretty damn close	4
4692	never truly come care main character whether wind together michele spiritual quest neither amusing dramatic enough sustain interest	0
4693	get enjoyable basic minimum	2
4694	shimmeringly lovely coming age portrait shot artful watery tone blue green brown	4
4695	salton sea moment inspired humour though every scrap darkest variety	4
4696	bear much resemblance experience battered woman spider man experience teenager	0
4697	value straight video movie bigger name cast get full theatrical release	0
4698	soundtrack alone worth price admission	4
4699	beavis butthead yet always seems elicit chuckle	4
4700	connoisseur chinese film pleased discover tian meticulous talent withered enforced hiatus	4
4701	lrb taymor rrb utilizes idea making kahlo art living breathing part movie often catapulting artist work	4
4702	rote spookiness nary original idea lrb role edit score anything really rrb sight whole proceeding beg question	0
4703	beautiful angry sad curious sick poetry marquis de sade gone pastel landscape	4
4704	fluffy neo noir hiding behind cutesy film reference	0
4705	cinematic disaster inadvertently sidesplitting worth price admission ridicule factor alone	0
4706	overwrought taiwanese soaper three people mixed relationship	2
4707	little grace lrb rifkin rrb tale precarious skid row dignity achieves pushed margin predictable plotting tiresome histrionics	0
4708	locale remains far interesting story hand	0
4709	story inspiring ironic revelatory ridiculous money oriented record industry really	4
4710	though frodo quest remains unfulfilled hardy group determined new zealander proved creative mettle	2
4711	brutally honest told humor poignancy make message resonate	4
4712	human nature goofball movie way malkovich try hard	4
4713	rare movie subtle touching son room	4
4714	low budget affair tadpole shot digital video image often look smeary blurry point distraction	0
4715	movie seam may show pellington give mothman irresistibly uncanny ambience go long way toward keeping picture compelling	4
4716	stale first act scrooge story blatant product placement good comedic song strong finish dumb fart joke	0
4717	manipulative claptrap period piece movie week plain old blarney take pick	0
4718	venezuelan say thing like si pretty much por favor go home talking american	2
4719	original enough	0
4720	confession n always coherent sharply comic surprisingly touching hold gong	4
4721	empty exercise florid ultimately vapid crime melodrama lot surface flash little emotional resonance	0
4722	possession based book byatt demand labute deal subject love head trading cynicism reverence little wit	4
4723	terrific nadia russian mail order bride come america speaking word english kidman hold film together supremely kittenish performance gradually accumulates layer	4
4724	morrissette performed difficult task indeed taken one world fascinating story made dull lifeless irritating	0
4725	probe light hearted way romantic problem individual yearning passion spell discontent	4
4726	point visual trickery stop clever devolves flashy vaguely silly overkill	0
4727	rambling ensemble piece loosely connected character plot never quite gel	0
4728	director alfonso cuaron get vivid convincing performance fine cast generally keep thing going rapid pace occasionally using omniscient voice narrator manner french new wave film	4
4729	movie feel like pilot episode new teen targeted action tv series	2
4730	replaced dramatic scene jarring deeply place could lrb probably rrb lighthearted comedy	0
4731	waydowntown may important movie even good one provides nice change mindless pace collision hot oscar season currently underway	4
4732	funny little movie clever dialogue likeable character	4
4733	retread material already thoroughly plumbed martin scorsese	0
4734	difference movie courage go top movie n care stupid	0
4735	barney idea creation identity n really seem profound least way gleaned three hour endurance test built around hour worth actual material	0
4736	holm sly intricate magic iben hjelje entirely appealing pumpkin	4
4737	even botch enigma offer pleasure handsome well made entertainment	4
4738	watching film feel n mainly suspense excitement	0
4739	give devastating testimony people capacity evil heroic capacity good	4
4740	damn fine truly distinctive deeply pertinent film	4
4741	kind parent enjoys intentionally introducing kid film cause load irreparable damage year year costly analysis could never fix one word decasia	0
4742	meyjes provocative film might called example haphazardness evil	4
4743	observant intelligence constantly vies pretension sometimes plain wacky implausibility throughout maelstrom	2
4744	gorgeous epic guaranteed lift spirit whole family	4
4745	land people narrative flow together stark portrait motherhood deferred desire explored	4
4746	collapse mr taylor try shift tone thriller rush	0
4747	tone poem transgression	4
4748	mean spirited film made someone surely read catcher rye clearly suffers dyslexia	0
4749	secret time travel discovered indulged rejected boring see piece crap	0
4750	hallmark movie designed strictly child home video market insatiable absorbs manner lame entertainment long year old find diverting	0
4751	one terrific documentary collect bunch people enthusiastic something figure make u share enthusiasm	4
4752	sophisticated viewer refuse admit n like likely call challenging fellow sophisticate	2
4753	sometimes charming sometimes infuriating argentinean dramedy succeeds mainly shoulder actor	4
4754	story suffers severe case oversimplification superficiality silliness	0
4755	featherweight romantic comedy nice twist standard plot charisma hugh grant sandra bullock	4
4756	flashy gadget whirling fight sequence may look cool ca n distract flawed support structure holding equilibrium	0
4757	able provide insight fascinating part theater history	4
4758	movie straddle fence escapism social commentary side fall short	0
4759	story virtually impossible follow certain style wit dialogue	2
4760	reaffirms life look face death	4
4762	popcorn film must even must see	0
4763	emotionally spiritually compelling journey seen right eye right actor kind visual flair show great cinema really	4
4764	belief fervently humanity feel almost anachronistic cute half	2
4765	soldier hollywood make valiant attempt tell story vietnam war pathology set	4
4766	shyamalan offer copious hint along way myriad sign beneath familiar funny surface far bigger far meaningful story one little green men come earth harvesting purpose	4
4767	partly schmaltzy number romantic comedy partly shallow rumination emptiness success entirely soulless	0
4768	new rollerball sense sensibility overrun characterized robotic sentiment	2
4769	beautifully tooled action thriller love terrorism korea	4
4770	escapist confection pure entertainment	4
4771	one rare film come flawless amount acting direction story pace	4
4772	see also difficult fathom	0
4773	lazy enjoyable formula comedy redeemed star even lazier far le enjoyable	0
4774	put way mood melodrama narrated talking fish movie	2
4775	entertainment	2
4776	taken whole tuxedo n add whole lot	0
4777	structure simple way rabbit proof fence quest story grand lord ring	4
4778	oscar category called best bad film thought going really awful n guy would probably duking queen damned honor	0
4779	feel good feel sad feel pissed end feel alive	4
4780	takashi miike keep pushing envelope ichi killer	4
4781	high crime cinematic misdemeanor routine crime thriller remarkable lack logic misuse two fine actor morgan freeman ashley judd	0
4782	rob schneider infantile cross dressing routine fill hot chick latest gimmick unimaginative comedian	0
4783	never lilo stitch reach emotion timelessness disney great past even recent success mulan tarzan	0
4784	lazily glumly settle traditional reserved kind filmmaking	0
4785	boast enough funny dialogue sharp characterization mildly amusing	4
4786	ca n accuse kung pow misfiring since exactly want atrociously mind numbingly indescribably bad movie	0
4787	defies logic law physic almost anyone willingness believe	2
4788	enigma kind engaging historical drama hollywood appears given favor sentimental war movie vein soldier	2
4789	impressive hybrid	4
4790	movie ca n get sufficient distance leroy delusion escape maudlin influence	0
4791	idiotic ugly	0
4792	might exhilarating exploration odd love triangle becomes sprawl uncoordinated vector	2
4793	right approach right opening premise lack zest go plot twist instead trusting material	2
4794	ultimately engages le story actorly existential despair boundary hopping formal innovation glimpse another kind chinese cultural revolution	4
4795	backhanded ode female camaraderie penned man little clue either nature woman friendship	0
4796	bad bizarre way almost worth seeing witness crazy confluence purpose taste	2
4797	surprisingly funny movie	4
4798	lot help screenplay lrb proficient singularly cursory rrb lrb testud rrb act feral intensity young bette davis	2
4799	cletis playful highly studied dependent success patient viewer	4
4800	rife rueful wry humor springing yiddish culture language	4
4801	two week notice appeal beyond sandra bullock vehicle standard romantic comedy	4
4802	magnifique	2
4803	cockettes glorious gaudy benefit much stock footage day featuring manner drag queen bearded lady lactating hippie	2
4804	horribly depressing well done	0
4805	kid audience preview screening seemed bored cheering pratfall little else parent wise folk read book	0
4806	michael moore latest documentary america thirst violence best film yet	4
4807	one best rock documentary ever	4
4808	terrible movie people nevertheless find moving	0
4809	case sacre bleu	2
4810	reggio glass rhapsodize cynicism repetition languorous slo mo sequence glass dirgelike score becomes fang baring lullaby	0
4811	dickens word writer director douglas mcgrath even toned direction ripping good yarn told	4
4812	dramatic comedy pleasantly dishonest pat hollywood fluff	0
4813	let face n many reason anyone would want see crossroad big fan teen pop kitten britney spear	2
4814	sa da tay	2
4815	simplistic silly tedious	0
4816	lrb russell rrb make good b movie lrb mask blob rrb scorpion king ably meet standard	4
4817	movie waver hallmark card sentimentality goofy life affirming moment straight cellular phone commercial	0
4818	fan modern day hong kong action film finally worthy successor better tomorrow killer patiently waiting	4
4819	overall feel unlike watching glorified episode th heaven	0
4820	story actually quite vapid	0
4821	new time machine hardly perfect yet prof surprisingly serviceable	2
4822	even intentionally low standard frat boy humor sorority boy bowser	0
4823	rather pity anyone see mishmash	0
4824	despite auteuil performance rather listless amble middle road thematic irony obvious sexual politics smug	0
4825	horse could fly surely look like	2
4826	big budget star movie unblinkingly pure hour distinct rarity event	4
4827	huge box office hit korea shiri must genre fan	4
4828	michael paul us quick cut lrb rrb large shadow wide angle shot taken distance hide liberal use body double lrb seagal rrb	2
4829	clear mehta simply wanted update beloved genre thousand indian fancy sophisticated cheese laced spectacle pack em subcontinent	2
4830	wonderful ghastly film	4
4831	improbable premise may seem abbass understated shining performance offer u sense elemental level lilia deeply want break free old life	4
4832	instead focus anguish develop one mull leaving familiar traverse uncharted ground	2
4833	timely look back civil disobedience anti war movement power strong voice	4
4834	stylishly directed verve	4
4835	dream smart comedy would come along rescue summer teen driven toilet humor codswallop name earnest	4
4836	demonstrates vivid imagination impressive style result terrific setpieces	4
4837	strength documentary disregard available bias especially temptingly easy would premise	4
4838	predominantly amateur cast painful watch stilted unconvincing performance	0
4839	hmmm might suggest wayward wooden one end stuffing electric pencil sharpener	0
4840	pretty decent kid pleasing tolerable adult lark movie	4
4841	tightly directed highly professional film old fashioned best possible way	4
4842	merely watching history engulfed	4
4843	white oleander may leave rolling eye dark n mean wo n like looking	4
4844	bad company one moronic screenplay year full hole obvious even n looking	0
4845	film n show enough creative process even created non fan figure make wilco big deal	0
4846	drama	2
4847	fast paced glitzy extremely silly piece	2
4848	even made original release date last fall would reeked done sameness	0
4849	hard imagine acting could flatter	0
4850	sure filmmaker found remarkable novel concept	2
4851	sensuality eroticism good vampire tale pardon pun sucked replaced goth goofiness	0
4852	event film weird honestly never knew hell coming next	0
4853	problem van wilder little actually funny material	0
4854	ya ya many secret one book better	0
4855	lrb nelson rrb screenplay need serious working show dilemma rather character stage shouting match	0
4856		0
4857	jackie chan movie	0
4858	quite another feel physically caught process	2
4859	plenty offend everyone	0
4860	think film much document subject	0
4861	emerges unsettling picture childhood innocence combined indoctrinated prejudice	4
4862	quite miraculous dreamworks maker would believe adequately fill eye stir emotion	4
4863	n new idea	0
4864	tour de force drama astonishingly pivotal role imagination soulful development two rowdy teenager	4
4865	death merely transition common tenet world religion	2
4866	wiseman reveals victim domestic abuse pity terror	2
4867	surface psychodramatics	0
4868	scorsese bold image generally smart casting ensure gang never lethargic movie hindered central plot peppered false start populated character nearly impossible care	0
4869	amy matthew bit phony relationship film work spite	4
4870	one assume jury bestowed star hoffman brother gordy waldo salt screenwriting award sundance festival honoring attempt something different actually pulling	0
4871	affable undernourished romantic comedy fails match freshness actress producer writer previous collaboration miss congeniality	0
4872	thoroughly entertaining comedy us grant twist acidity prevent succumbing bathos	4
4873	spielberg picture smarter subtler lrb total recall blade runner rrb although plot may prove convoluted fun seeking summer audience	4
4874	chamber secret find million eager fan	4
4875	instantly forgettable snow stuntwork extravaganza likely upstaged avalanche appealing holiday season product	0
4876	sitting sloppy made movie comedy special make wonder lawrence hate criticism much refuse evaluate work	0
4877	chick flick guy	2
4878	patience great reward	4
4879	among many pleasure lively intelligence artist perceptiveness situation	4
4880	film reminds vastly improved germanic version big fat greek wedding better character genuine quirkiness least measure style	4
4881	harvard man semi throwback reminiscence without nostalgia sentimentality	2
4882	diaz applegate blair posey suitably kooky appeal woman strip often enough keep men alert amused	4
4883	plotless collection moronic stunt far worst movie year	0
4884	play like high end john hughes comedy kind elder bueller time	4
4885	smug convoluted action comedy n allow earnest moment pas without reminding audience movie	0
4886	love liza festival film would better staying festival circuit	0
4887	simple poignant leavened humor film affirms nourishing aspect love companionship	4
4888	present good case failing provide reason u care beyond basic dictum human decency	2
4889	seductive tease thriller get job done	4
4890	movie ingenious fun	4
4891	noyce creates film near hypnotic physical beauty even tell story horrifying heart breakingly extensive annals white black racism	2
4892	fanboy	2
4893	meld derivative element something often quite rich exciting always beauty behold	4
4894	plain pedestrian catsup	0
4895	like child important message tell lrb skin rrb fault easy forgive intention lofty	2
4896	n stealing harvard horrible movie grand failure	0
4897	subject illusion versus reality n reality seem least passably real	0
4898	kind movie get quick release real contender arrive september	0
4899	devotee french cinema safe conduct rich period minutia like dying going celluloid heaven	4
4900	see would surprise coming mile away execution twist delivered hammer	2
4901	merchant paid attention story	0
4902	princess sorvino glide gracefully male persona female without missing beat	4
4903	thing movie try get audience buy wo n fly intelligent viewer	0
4904	though rather routine script loaded familiar situation movie cinematic fluidity sense intelligence make work probably	4
4905	brilliant honest performance nicholson film agonizing bore except fantastic kathy bates turn	2
4906	cynical serious look teenage boy best teenager	2
4907	part useless movie even great director helm	0
4908	mr deed really film much loose collection funny gag scattered moment lazy humor	0
4909	secretary manages neat trick bundling flower perversity comedy romance strangely tempting bouquet movie	4
4910	dull spiritless silly monotonous ultra loud blast pointless mayhem going nowhere fast	0
4911	yet another weepy southern bore athon	2
4912	actually pretty funny wrong place	2
4913	madonna made often apparently nothing left work sort like michael jackson nose	0
4914	bottom rung new jack city wannabe	0
4915	general air exuberance benjamin hard resist	4
4916	certain sense experimentation improvisation film may always work nevertheless compelling	4
4917	film masterpiece nuance characterization marred inexplicable utterly distracting blunder end	2
4918	playfully profound crazier michael jackson top floor skyscraper nursery surrounded open window	4
4919	lrb gosling rrb combination explosive physical energy convincing intelligence help create complex unpredictable character	4
4920	beautifully made nature film tribute woman whose passion region inhabitant still shine quiet blue eye	4
4921	dense exhilarating documentary	4
4922	even steven spielberg dreamed blatant sickening product placement movie	0
4923	stand crocodile hunter hurried badly cobbled look godzilla combined scene japanese monster flick canned shot raymond burr commenting monster path destruction	0
4924	eighth grade girl likely doze one	0
4925	crime movie made someone obviously know nothing crime	0
4926	movie despite rough edge tendency sag certain place wry engrossing	4
4927	noble failure	0
4928	becomes bit mishmash tearjerker n thriller wo n	0
4929	ex marine walter may may shot kennedy actor raymond j barry perfectly creepy believable	4
4930	bad plot unfortunately movie nowhere near refined classic drama borrows	2
4931	final minute perceptive study two family crisis two girl whose friendship severely tested bad luck immaturity	0
4932	liked lot smaller scene	4
4933	beautifully reclaiming story carmen recreating african idiom	4
4934	rather charge money	0
4935	could daytime soap opera actually compelling look young woman tragic odyssey	4
4936	film action ultimate x gabbiest giant screen movie ever bogging barrage hype	0
4937	one involved save dash show slightest aptitude acting script credited director abdul malik abbott ernest tron anderson seems entirely improvised	0
4938	insanely hilarious	4
4939	psychology real narrative logic series carefully choreographed atrocity become strangely impersonal abstract	0
4940	ending n work movie work well almost recommending anyway maybe everybody certainly people curiosity movie go right step wrong	2
4941	cumulative effect watching minute trifle rather like trapped weird relative trot video took family vacation stonehenge	0
4942	waterlogged version fatal attraction teeny bopper set sad soggy potboiler waste talent attractive young lead	0
4943	indeed none word really get special type badness deuce wild	2
4944	completely creatively stillborn executed manner sure could single iota worse soulless hunk exploitative garbage	0
4945	n many conclusive answer film interesting story pointed personality courage tragedy little guy v big guy	4
4946	aside fact film idiotically us website feardotcom com improperly hammy performance poor stephen rea film get added disdain fact nearly impossible look understand	0
4947	insufferably naive	0
4948	animated drivel meant enhance self image drooling idiot	0
4949	performance remarkable	4
4950	try hard quirky funny strain evident	0
4951	may play well double feature mainstream foreign mush like big fat greek wedding	2
4952	lrb creates rrb worst kind mythologizing kind sacrifice real heroism abject suffering melodrama	0
4953	wonderfully lush morvern callar pure punk existentialism m ramsay co writer liana dognini dramatized alan warner novel felt like answer irvine welsh book trainspotting	4
4954	bad writer director adam rifkin situates plot musty one golden eagle carpet	0
4955	smart sassy exceptionally charming romantic comedy	4
4956	yet another iteration become one movie creepiest convention developmentally disabled portrayed almost supernatural power humble teach ultimately redeem mentally superior friend family	0
4957	droll bitchy frolic poke fun price popularity small town pretension lone star state	0
4958	self styled athlete banged brain ground frequently furiously capacity explain gone way natural instinct self preservation	0
4959	amount good acting enough save oleander uninspired story	0
4960	amount nostalgia carvey glory day disguise fact new film lame kiddie flick carvey considerable talent wasted	0
4961	pay tribute hero way julia robert hand award phony humility barely camouflaging grotesque narcissism	0
4962	likely scratching head hiding seat	0
4963	beauty piece count heart important humor	4
4964	retread dead poet society	2
4965	pumpkin strut courage pinned huckster lapel yellow streak mile wide decorates back	2
4966	directorial tour de force bernard rose ivans xtc	4
4967	may undeserving victim critical overkill since town country	2
4968	straight ahead thriller never rise superficiality	0
4969	tends remind one really solid woody allen film excellent use new york locale sharp writing	4
4970	film made little moment	2
4971	strange way egoyan done much	2
4972	wise deadpan humorous	4
4973	instead panoramic sweep kapur give u episodic choppiness undermining story emotional thrust	0
4974	interested jerking byzantine incarnation bother pleasuring audience	0
4975	film hoot good better much saturday morning tv especially pseudo educational stuff ca n stand	4
4976	russian word wow	4
